Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1310440,131-0440,CESAR,M.GREY-GOLD-STRP,V1,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,,185,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,525126,525126,CHELSEA,14-1315-TPG,PAN,,,100% CO,TWILL,RIGID,,265,154,,,,3.7,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,525126,525126,CHELSEA-WR,14-1315-TPG,PAN,WR,CR008,100% CO,TWILL,RIGID,,265,154,,,,4.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,525126,525126,CHELSEA,BLACK,XM001,LOOP WASH,LPW,100% CO,TWILL,RIGID,,265,154,,,,3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-8761,122-8761,CHESTER,LIME,YM227,HARDY,X1200,96% CO 4%EA,DOUB. FACE,WEFT,50/1 - 40/1,230,135,PD,,,4.30,#B8FF82,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,AW 26-27,122-8761,122-8761,CHESTER-DLR-WR,KUEL,TM284,DELOOR/WR,3R201/8,96% CO 4%EA,DOUB. FACE,WEFT,50/1 - 40/1,230,135,,,,5.10,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,AW 26-27,122-8761,122-8761,CHESTER-DLR-WR,DEER,EM187,DELOOR/WR,3R201/8,96% CO 4%EA,DOUB. FACE,WEFT,50/1 - 40/1,230,135,,,,5.10,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,AW 26-27,122-8761,122-8761,CHESTER-DLR,DEER,EM187,DELOOR,3R201,96% CO 4%EA,DOUB. FACE,WEFT,50/1 - 40/1,230,135,PD,,,4.60,,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1275241,127-5241,CHIARA,CHECK,MC-V2,,,84% CO 14% PES 2% EA,PANAMA,WEFT,30/1 - 30/1,218,143,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1275241,127-5141,CHIARA,CHECK,MC-V3,,,84% CO 14% PES 2% EA,PANAMA,WEFT,30/1 - 30/1,218,143,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-5448,124-5448,CHLOE,APRICOT,OM289,,,100% CO,DOUB. FACE,RIGID,,465,140,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-5448,124-5448,CHLOE-DLR,PETUNIA,FM865,DELOOR,3R202,100% CO,DOUB. FACE,RIGID,,465,140,PD,,,5.7,#A1207B,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1317333,131-7333,CIBEL,,V1,HYBRID,X900,100 % CO,PLAIN,RIGID,,155,155,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CICERO,974638,CICERO,SILVER,TM215,GARMENT-DYE,G-DYE, 96% CO 4% EA,TWILL,WEFT,,225,145,,,,4.25,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,91651 KU,330-2109,CINDY,BEIGE-L.BLUE,V1,VTRANS,X800,100% CO,FANCY,RIGID,,85,150,,,,,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MUSTANG AW,AW 26-27,40003-V4-DENIM,570-5205,CLAPTON,NAVY,V1,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,TWILL,WEFT,,230,140,,,,4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MUSTANG AW,AW 26-27,40003-V1-BEIGE,570-5205,CLAPTON,BEIGE,V2,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,TWILL,WEFT,,230,140,,,,4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MUSTANG AW,AW 26-27,40003-V2-GRI,570-5205,CLAPTON,GREY,V3,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,TWILL,WEFT,,230,140,,,,4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,40002-V4,570-5208,CLAPTON,NAVY,V1,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,H.BONE,WEFT,,230,140,,,,4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,40002-V1,570-5208,CLAPTON,BEIGE,V3,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,H.BONE,WEFT,,230,140,,,,4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,40002-V5,570-5208,CLAPTON,BLACK,V2,DELOOR,3R201,48% CO 33% PES 16% VIS 3% EA,H.BONE,WEFT,,230,140,,,,4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1275430,127-5430,CLARENCE,BROWN-BLUE,V1,,,97% CO 3% EA,S.SUCKER,WEFT,,150,148,,,,4.6,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CLOVER,126-4030,CLOVER,BW-H.BONE,V1,DELOOR,3R201,98% CO 2% EA,TWILL,RIGID,,230,151,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1347320,134-7320,MEDFORD,,ED406,C-RPX,X400,100% CO,TWILL,RIGID,,278,158,,,,4.6,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1253622,125-3622,COLAN,BLACK-RIBS-STRP,V1,,,100% CO,FANCY,RIGID,,200,154,,,,5,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1253822,125-3822,COLE,BLACK-BROWN-STRP,V1,DELOOR,3R201,100% CO,PLAIN,RIGID,,220,159,,,,5,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,SS25,1253822,125-3822,COLE,BLACK-BROWN-STRP,V1,HARDY,X1200,100% CO,PLAIN,RIGID,,220,159,,,,5,,,,
KUKRER TEKSTIL,DOS-0005,OVERDOSE,SS25,KL-05481-V00-00,,COLINA,,,,,81% VIS 19% PA,FANCY,RIGID,,112,149,,,,2.6,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,COLOGNE,106-8422,COLOGNE,L.BEIGE,DD215,GARMENT-DYE,G-DYE,100% CO,OTTOMAN,RIGID,,220,155,,,,3.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,132-9623,132-9623,COLOMBO,FONDATEN,EM180,,,100% CO,TWILL,RIGID,,310,151,,,,4.25,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,132-9623,132-9623,COLOMBO-WR,FONDATEN,EM180,WR,CR008,100% CO,TWILL,RIGID,,310,151,,,,5.05,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1273837,127-3837,COLOS,GRAPHITE,MM890,HARDY,X1200,100% CO,TWILL,RIGID,,255,152,,,,4.1,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,125-6829,125-6829,CONAR,CHECK,MULTI-COLOR,DELOOR,3R201,100% CO,TWILL,RIGID,,250,149,,,,6.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1258133,125-8133,CONOR,GREY/NAVY-PLAID,V1,C-RPX,X400,98% CO 2% EA,PLAIN,WEFT,,170,160,,,,5.6,,,Article DetailsArticle Code125-8133Article NameCONORColor CodeV1Color NameGREY/NAVY-PLAIDTreatment CodeX400Treatment NameC-RPXSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition98% CO 2% EAWeavePLAINStretchWEFTConstructionWeight GSM170Width CM160Dye TypeColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1258133Base Price EUR5.6HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,COPPER,954627,COPPER,KHAKI,GM420,GARMENT-DYE,G-DYE, 97% CO 3% EA,,WEFT,,275,145,,,,4.2,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,NOTTI / KL-5456-V01-00,540-1017,CORA,SILVER GREY,TL286,VTRANS,X800,46% CO 37% VIS 17% PA,PLAIN,RIGID,,67,154,,,,2.2,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,NOTTI / KL-5456-V01-00,540-1017,CORA,ANOMONE,PM200,VTRANS,X800,46% CO 37% VIS 17% PA,PLAIN,RIGID,,67,154,,,,2.2,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,NOTTI / KL-5456-V01-00,540-1017,CORA,BABY BOY,NM090,VTRANS,X800,46% CO 37% VIS 17% PA,PLAIN,RIGID,,67,154,,,,2.2,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1243226,124-3226,CORDOBA,AUTUMN,EM300,HARDY,X1200,97% CO 3% EA,TWILL,WEFT,40/2*30/1,255,150,PD,,,5,,,Article DetailsArticle Code124-3226Article NameCORDOBAColor CodeEM300Color NameAUTUMNTreatment CodeX1200Treatment NameHARDYSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition97% CO 3% EAWeaveTWILLStretchWEFTConstruction40/2*30/1Weight GSM255Width CM150Dye TypePDColor HexCare InstructionsCare Label    Supplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1243226Base Price EUR5HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,126-6730,126-6730,CORIE,BEIGE-STRIPE,V1,C-RPX,X400,100% CO,BARRE,RIGID,,215,164,,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,127-3037,127-3037,CORNELIA,CLAY,OM905,,,98% CO 2% EA,S.SUCKER,WEFT,,120,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1170199,234-3010,CORSAN,,V1,GARMENT-DYE,G-DYE,98% CO 2% EA,TWILL,WEFT,,260,150,,,,5.9,,,,
KUKRER TEKSTIL,DOS-0005,MUSTANG SS,SS25,SARTO / KL-542-V00-00,540-1088,CORVUS,,BL200,C-RPX,X400,93% CO 7% PA,TWILL,RIGID,,186,155,,,,3,,,,
KUKRER TEKSTIL,DOS-0005,MUSTANG SS,SS25,SARTO / KL-542-V00-00,540-1088,CORVUS,EUCALPYTUS,GM300,C-RPX,X400,93% CO 7% PA,TWILL,RIGID,,186,155,,,,3,,,,
KUKRER TEKSTIL,DOS-0005,MUSTANG SS,SS25,SARTO / KL-542-V00-00,540-1088,CORVUS,QUARTZ,DM112,C-RPX,X400,93% CO 7% PA,TWILL,RIGID,,186,155,,,,3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,759926,759926,CRAIN,NATURALE,AM103,,,100% CO,TRICOTINE,RIGID,,260,147,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-7139,125-7139,CRICKET,BLACK/WHITE,V1,,,100% CO,PLAIN,RIGID,,145,160,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1124323,112-4323,CRIMEA,,ND715,DELOOR,3R201,98% CO 2% EA,TRICOTINE,WEFT,,280,153,,,,3.8,,,,
KUKRER TEKSTIL,DOS-0005,CHARME AW,AW 26-27,KL05949-V00-00,540-2170,CRISPIN,DENIM-WHITE,V1,HARDY,X1200,62% CO 32% PES 5%EA 1% MET,PLAIN,WEFT,,193,140,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME AW,AW 26-27,KL05949-V00-00,540-2170,CRISPIN,L.DENIM-WHITE,V2,HARDY,X1200,62% CO 32% PES 5%EA 1% MET,PLAIN,WEFT,,193,140,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME AW,AW 26-27,KL05949-V00-00,540-2170,CRISPIN,DENIM-BROWN,V3,HARDY,X1200,62% CO 32% PES 5%EA 1% MET,PLAIN,WEFT,,193,140,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME AW,AW 26-27,KL05949-V00-00,540-2170,CRISPIN,DENIM-ORANGE,V4,HARDY,X1200,62% CO 32% PES 5%EA 1% MET,PLAIN,WEFT,,193,140,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME AW,AW 26-27,KL05949-V00-00,540-2170,CRISPIN,DENIM-RED,V5,HARDY,X1200,62% CO 32% PES 5%EA 1% MET,PLAIN,WEFT,,193,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1354132,135-4132,CRUZ,GREENISH,,DELOOR,3R202,98% CO 2% EA,TWILL,WEFT,,203,152,,,,3.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1354132,135-4132,CRUZ,SEPIA,CD615,DELOOR,3R202,98% CO 2% EA,TWILL,WEFT,,203,152,,,,3.85,,,,
ALTO TEKSTIL,DOS-0011,MUSTANG SS,SS25,KUROSAWA,332-1205,CROSS,EUCALPYTUS,V7,GARM.-WASH,WASH,97% CO 3% EA,TWILL,WEFT,30/1-20/1,248,141,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1202020,120-2020,CUBIC,PARLIAMENT,NM650,HARDY,X1200,100% CO,TWILL,RIGID,,305,152,,,,4.5,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05780-V00-V00 / LONA-1,540-1075,CURVE,STRIPED,FUXIA,,,82% CO 18% PES,PLAIN,RIGID,,140,160,,,,3.7,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05780-V00-V00 / LONA-1,540-1075,CURVE,STRIPED,BLUE,,,82% CO 18% PES,PLAIN,RIGID,,140,160,,,,3.7,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05780-V00-V00 / LONA-1,540-1075,CURVE,STRIPED,DENIM,,,82% CO 18% PES,PLAIN,RIGID,,140,160,,,,3.7,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME SS,SS25,J1805,570-5125,DAHLIA,NAVY,NM800,,,48% CO 30% PES 22% VIS,JACQUARD,RIGID,,260,140,,,,4.7,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME SS,SS25,J1805,570-5125,DAHLIA,OPTIC-WHITE,AX001,,,48% CO 30% PES 22% VIS,JACQUARD,RIGID,,260,140,,,,4.7,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1244316,124-4316,DAVOS,STRIPED,ML058,,,66% CO 21% VI 11% LI 2%EA,FANCY,WEFT,12/1 13/1,195,153,,,,3.8,,,Article DetailsArticle Code124-4316Article NameDAVOSColor CodeML058Color NameSTRIPEDTreatment CodeTreatment NameSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition66% CO 21% VI 11% LI 2%EAWeaveFANCYStretchWEFTConstruction12/1 13/1Weight GSM195Width CM153Dye TypeColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1244316Base Price EUR3.8HistoryMedia & IdentificationQR CodeArticle ImageNo image,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J2022 V3 BRWON,570-5180,DIANA,BROWN,V2,DELOOR,3R201,55% PES 42% VIS 3% EA,JACQUARD,WEFT,,280,140,YD,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J2022 V2 NAVY,570-5180,DIANA,NAVY,V3,DELOOR,3R201,55% PES 42% VIS 3% EA,JACQUARD,WEFT,,280,140,YD,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J2024 V1 BLACK,570-5181,DIANA,BLACK,V1,DELOOR,3R201,55% PES 42% VIS 3% EA,JACQUARD,WEFT,,280,140,YD,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J2025 V1 VLACK,570-5182,DIANA,BLACK,V1,DELOOR,3R201,55% PES 42% VIS 3% EA,JACQUARD,WEFT,,280,140,YD,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1247334,124-7334,FRANCIS,BEIGE,DL124,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,PD,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-7334,124-7334,FRANCIS,,ND920,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,127-8633,127-8633,FRANCOIS,VAPOR,TM160,MAR-LEN,TX84,62% CO 33% PA 5% EA,PLAIN,WEFT,80/2 - 70/40,120,149,PD,,,6.25,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,134-5739,134-5739,FABIAN,AQUATIC,NM605,MAR-LEN,TX84,60% CO 35%NYL 5% EA,TWILL,WEFT,,124,158,PD,,,4.9,#0372C0,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,134-5739,134-5739,FABIAN,HOT-GINGER,OM380,MAR-LEN,TX84,60% CO 35%NYL 5% EA,TWILL,WEFT,,124,158,PD,,,4.9,#F59336,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,124-3916,124-3916,GENEVA,,BL462,,,89% CO 11% LI,PLAIN,RIGID,12/1 - 13/1,148,184,,,,3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,121-1799,121-1799,GLIDESEL,OPTIC-WHITE,AX001,C-RPX,X400,75% CO 25% LI,TWILL,RIGID,,280,160,,,,6.15,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,122-8531,122-8531,JANET,BLACK,XM001,,,65% CO 31% PES 4% EA,SATEEN,WEFT,30/1 - 150/70,255,131,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-7859,122-7859,JENIFER,CAMELLO,BM500,XTREAM,FX502,100% CO,SATEEN,RIGID,,240,145,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,821534,821-534,TRACY,BLACK,XM001,,,60% TEN 38% CO 2% EA,SATEEN,WEFT,,240,138,PD,,,4.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,121-1826,121-1826,APREIL,OPTIC-WHITE,AX001,MAEX,MX501,55% TE 42%CO 3%EA,SATEEN,WEFT,40/1 - 20/1,234,145,,,,4,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1211826 aprıl,121-1826,TEYLA,VENDOME,HM105,MAR-LEN,TX84,55% TE 42%CO 3%EA,SATEEN,WEFT,40/1-20/1,234,145,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1211826 aprıl,121-1826,TEYLA,OPTIC-WHITE,AX001,MAR-LEN,TX84,55% TE 42%CO 3%EA,SATEEN,WEFT,40/1-20/1,234,145,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1070550,234-1086,PAPUA,SHADOW,TM800,,,82% CO 15% PA 2% EA,SATEEN,WEFT,,230,142,,,,4.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CARMELA,642638,CARMELA,SILVER,TM215,GARMENT-DYE,3R201 G-DYE, 97% CO 3% EA,SATEEN,WEFT,,225,145,,,,4.35,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,123-4040,123-4040,MELANI,FUXIA,FM500,,,100% CO,SATEEN,WEFT,60/1 - 60/1,220,178,PD,,,4.45,#D61A67,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,123-4040,123-4040,MELANI,ARANCIO,OM400,,,100% CO,SATEEN,WEFT,60/1 - 60/1,220,178,,,,4.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,4143-LUPIN,330-1096,MURRAY,BLACK,VX001,GARMENT-DYE,G-DYE,97% CO 3% EA,SATEEN,WEFT,40/1-16/1,220,135,,,,3.55,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-6626,124-6626,LEAH,VENDOME,HM105,MAEX,MX501,55% TEN 23% LI 21% CO 2% EA,SATEEN,WEFT,,213,145,,,,7,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-6626,124-6626,LEAH,SABBIA,BM450,MAEX,MX501,55% TEN 23% LI 21% CO 2% EA,SATEEN,WEFT,,213,145,,,,7,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-6626,124-6626,LEAH,DRY DAPHNE,HM370,MAEX,MX501,55% TEN 23% LI 21% CO 2% EA,SATEEN,WEFT,,213,145,,,,6,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,11342 // V1,570-2156,VANESSA,MULTI-COLOR,V1,,,64% PES 33% VIS 3%EA,TWILL,WEFT,,280,140,,,,4,,,,
SERIKO TEKSTIL,DOS-0008,CHARME AW,AW 26-27,11247-V2 NAVY,520-2010,VERA,BEIGE-NAVY-PdG,V2,SASON,SS500,64% PES 33% VIS 3%EA,TWILL,WEFT,,350,140,,,,6,,,,
SERIKO TEKSTIL,DOS-0008,CHARME AW,AW 26-27,11247-V1 BLACK,520-2010,VERA,BEIGE-BLACK-PdG,V1,SASON,SS500,64% PES 33% VIS 3%EA,TWILL,WEFT,,350,140,,,,6,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,ISABELLA / KL-05345-V00-00,540-1007,VERONICA,,DL300,MAR-LEN,TX84,93% PA 7% EA,TWILL,WEFT,,125,133,,,,3.9,,,,
KUKRER TEKSTIL,DOS-0005,MEILLEUR HOMME AW,AW 26-27,kl-02843-V01-00,540-2299,VETRUS,BLACK-BROWN-PdG,V1,MAR-LEN,TX84,100% PES,TWILL,RIGID,,217,150,,,,,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,11103 - V1,570-1020,VICTOR,BLACK-PDG,V1,DELOOR,3R201,64% PES 33% VIS 3%EA,TWILL,BI-STR,,330,140,,,,5.1,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,11103 - V2,570-1020,VICTOR,NAVY-PDG,V2,DELOOR,3R201,64% PES 33% VIS 3%EA,TWILL,BI-STR,,330,140,,,,5.1,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,11103 - V5,570-1020,VICTOR,BROWN-PCG,V3,DELOOR,3R201,64% PES 33% VIS 3%EA,TWILL,BI-STR,,330,140,,,,5.1,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,10551-V12,570-1010,VIENNA,ECRU,V1,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,10551-V18,570-1010,VIENNA,L.PINK,V10,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,10551-V23,570-1010,VIENNA,D.PINK,V11,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,10551-V12,570-1010,VIENNA,L.GREY,V2,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,10551-V12,570-1010,VIENNA,D.GREY,V3,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,10551-V12,570-1010,VIENNA,NAVY,V5,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,10551-V12,570-1010,VIENNA,BROWN,V6,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,10551-V12,570-1010,VIENNA,LAMA,V7,DELOOR,3R203,62% PES 33% VIS 5% EA,TWILL,BI-STR,,320,140,,,,5.5,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,10350 V1,570-1050,VIKA,MULTI-COLOR,V1,,,64% PES 33% VIS 3%EA,TWILL,WEFT,,260,140,,,,4.2,,,,
SERIKO TEKSTIL,DOS-0008,CHARME SS,SS25,3192 BLANCA,520-1081,VILAR,N.IVORY,AM102,MAR-LEN,TX84,83% CV 15% CO 2% EA,FANCY,WEFT,,220,145,,,,8.05,,,,
SERIKO TEKSTIL,DOS-0008,CHARME SS,SS25,3766,520-1004,VINCENT,PISTACHIO,NEO100,MAR-LEN,TX84,100% RCY PA,PLAIN,RIGID,,127,135,,,,4.5,,,,
SERIKO TEKSTIL,DOS-0008,CHARME SS,SS25,520-1099,520-1099,VINORA,N.IVORY,AM102,MAR-LEN,TX84,96% VIS 2%EA,FANCY,WEFT,,280,130,,,,,,,,
SERIKO TEKSTIL,DOS-0008,CHARME SS,SS25,4412 DKD-738 A214086,590-1810,VENERE,N.IVORY,AM102,MAR-LEN,TX84,55% RAY 45 % VIS,FANCY,RIGID,,136,155,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,FLORANSA MOON / KL-04905-V00-00,540-1041,VIPER,AZZURE,MM460,MAR-LEN,TX84,84% VIS 16% PA,H.BONE,RIGID,,125,145,PD,,,2.8,#16A1E0,—,,
SERIKO TEKSTIL,DOS-0008,OVERDOSE,AW 26-27,3447 NORRIS,520-1094,VIVIAN,WISTERIA,VM250,MAR-LEN,TX84,50% RAY 50% TEN,FANCY,RIGID,,267,160,PD,,,8.05,#D8D5E6,—,,
